reviewerID,asin,reviewerName,helpful,reviewText,overall,summary,unixreviewtime,reviewtime
R000249,B37562,User_249,"(3, 9)",not satisfied. quality is poor.,2,just okay.,1708508881,"08 08, 2022"
R000250,B10740,User_250,"(1, 6)","good quality, but expensive.",3,"not bad, but slow delivery.",1665049681,"06 28, 2024"
R000251,B87625,User_251,"(9, 18)","not what i expected, disappointed.",1,overpriced but good.,1679219281,"05 30, 2023"
R000252,B41974,User_252,"(3, 4)",fantastic! exceeded expectations.,5,totally worth it!,1710236881,"08 27, 2022"
R000253,B56507,User_253,"(1, 18)",excellent! highly recommended.,4,didn't meet expectations.,1681811281,"12 16, 2024"
R000254,B74458,User_254,"(4, 1)","good quality, but expensive.",1,"not bad, but slow delivery.",1739872081,"09 07, 2023"
R000255,B71618,User_255,"(9, 17)",not satisfied. quality is poor.,4,highly recommend!,1718704081,"01 04, 2025"
R000256,B51876,User_256,"(9, 1)","very useful, worth the price.",1,great purchase!,1688032081,"04 23, 2024"
R000257,B64258,User_257,"(0, 9)",decent product but delivery was slow.,1,didn't meet expectations.,1703324881,"11 03, 2022"
R000258,B66878,User_258,"(6, 5)",not satisfied. quality is poor.,4,just okay.,1681292881,"01 26, 2023"
R000259,B87173,User_259,"(1, 11)",decent product but delivery was slow.,4,"not bad, but slow delivery.",1666259281,"04 25, 2023"
R000260,B25137,User_260,"(1, 7)","good quality, but expensive.",3,overpriced but good.,1731318481,"11 22, 2022"
R000261,B93562,User_261,"(4, 14)",fantastic! exceeded expectations.,4,highly recommend!,1692006481,"11 14, 2022"
R000262,B27292,User_262,"(5, 3)",decent product but delivery was slow.,4,loved it!,1720604881,"05 04, 2024"
R000263,B13336,User_263,"(2, 4)","good quality, but expensive.",2,"not bad, but slow delivery.",1699091281,"05 24, 2024"
R000264,B30770,User_264,"(4, 1)","not what i expected, disappointed.",1,didn't meet expectations.,1738662481,"07 24, 2022"
R000265,B97520,User_265,"(3, 7)","not what i expected, disappointed.",5,just okay.,1668764881,"02 16, 2024"
R000266,B85429,User_266,"(4, 15)",amazing product! works as expected.,4,totally worth it!,1674899281,"05 19, 2024"
R000267,B20288,User_267,"(7, 4)","good quality, but expensive.",2,"not bad, but slow delivery.",1725184081,"10 27, 2024"
R000268,B55284,User_268,"(3, 12)",not satisfied. quality is poor.,5,"not bad, but slow delivery.",1657100881,"04 15, 2023"
R000269,B29918,User_269,"(5, 19)",fantastic! exceeded expectations.,3,worst buy.,1662025681,"07 15, 2024"
R000270,B48942,User_270,"(6, 13)","not what i expected, disappointed.",1,just okay.,1692179281,"06 19, 2024"
R000271,B32511,User_271,"(2, 13)","terrible experience, won't buy again.",1,great purchase!,1659952081,"07 09, 2024"
R000272,B73770,User_272,"(8, 7)","terrible experience, won't buy again.",1,"not bad, but slow delivery.",1679996881,"07 11, 2022"
R000273,B35674,User_273,"(7, 9)","terrible experience, won't buy again.",5,overpriced but good.,1724492881,"06 25, 2024"
R000274,B66397,User_274,"(8, 16)",decent product but delivery was slow.,5,didn't meet expectations.,1706953681,"06 29, 2024"
R000275,B33445,User_275,"(5, 7)",amazing product! works as expected.,3,just okay.,1683798481,"10 09, 2022"
R000276,B86821,User_276,"(8, 17)","terrible experience, won't buy again.",4,overpriced but good.,1704534481,"06 22, 2024"
R000277,B21038,User_277,"(4, 2)","not what i expected, disappointed.",1,just okay.,1679564881,"07 17, 2023"
R000278,B11366,User_278,"(0, 2)",fantastic! exceeded expectations.,4,just okay.,1724406481,"08 15, 2022"
R000279,B93040,User_279,"(8, 15)","not what i expected, disappointed.",4,didn't meet expectations.,1683712081,"03 07, 2024"
R000280,B41868,User_280,"(1, 16)","very useful, worth the price.",2,great purchase!,1670752081,"07 19, 2024"
R000281,B67684,User_281,"(7, 14)","average product, could be better.",3,"not bad, but slow delivery.",1731059281,"02 03, 2023"
R000282,B14805,User_282,"(8, 15)","very useful, worth the price.",4,didn't meet expectations.,1684489681,"08 21, 2023"
R000283,B56568,User_283,"(3, 17)","terrible experience, won't buy again.",1,overpriced but good.,1712742481,"12 24, 2024"
R000284,B22340,User_284,"(6, 11)","good quality, but expensive.",4,"not bad, but slow delivery.",1713347281,"07 01, 2022"
R000285,B12955,User_285,"(9, 19)",decent product but delivery was slow.,1,totally worth it!,1686649681,"07 14, 2023"
R000286,B88494,User_286,"(6, 5)",decent product but delivery was slow.,4,totally worth it!,1696585681,"08 20, 2023"
R000287,B86984,User_287,"(9, 1)",fantastic! exceeded expectations.,1,didn't meet expectations.,1724752081,"10 24, 2024"
R000288,B54693,User_288,"(7, 7)","terrible experience, won't buy again.",4,just okay.,1720432081,"07 25, 2022"
R000289,B67609,User_289,"(7, 15)",decent product but delivery was slow.,4,highly recommend!,1682243281,"04 06, 2024"
R000290,B22617,User_290,"(1, 3)",decent product but delivery was slow.,2,worst buy.,1706348881,"11 21, 2024"
R000291,B65179,User_291,"(2, 18)","good quality, but expensive.",2,highly recommend!,1699350481,"12 01, 2024"
R000292,B69730,User_292,"(3, 6)","not what i expected, disappointed.",2,bad quality.,1666518481,"09 09, 2022"
R000293,B54789,User_293,"(2, 11)",excellent! highly recommended.,5,highly recommend!,1662025681,"03 17, 2023"
R000294,B59962,User_294,"(3, 5)",not satisfied. quality is poor.,4,worst buy.,1715852881,"05 04, 2023"
R000295,B41380,User_295,"(4, 18)","terrible experience, won't buy again.",4,"not bad, but slow delivery.",1683539281,"07 10, 2024"
R000296,B51624,User_296,"(7, 3)","terrible experience, won't buy again.",1,overpriced but good.,1726912081,"07 17, 2022"
R000297,B30935,User_297,"(7, 7)","not what i expected, disappointed.",2,overpriced but good.,1735724881,"03 23, 2023"
R000298,B36825,User_298,"(4, 5)",excellent! highly recommended.,1,just okay.,1726825681,"11 22, 2024"
R000299,B25185,User_299,"(6, 4)",not satisfied. quality is poor.,5,didn't meet expectations.,1732528081,"04 18, 2023"
R000300,B16396,User_300,"(5, 6)","not what i expected, disappointed.",4,bad quality.,1682848081,"02 25, 2025"
R000301,B66871,User_301,"(6, 19)","terrible experience, won't buy again.",1,overpriced but good.,1717840081,"03 10, 2023"
R000302,B77408,User_302,"(4, 17)","good quality, but expensive.",4,highly recommend!,1681379281,"06 02, 2023"
R000303,B88027,User_303,"(5, 12)",decent product but delivery was slow.,4,highly recommend!,1701510481,"10 25, 2024"
R000304,B19641,User_304,"(0, 14)","average product, could be better.",3,"not bad, but slow delivery.",1697968081,"07 18, 2022"
R000305,B36918,User_305,"(1, 6)","average product, could be better.",2,bad quality.,1681206481,"08 23, 2024"
R000306,B77969,User_306,"(2, 7)","average product, could be better.",5,great purchase!,1667814481,"09 13, 2024"
R000307,B28978,User_307,"(8, 7)",decent product but delivery was slow.,1,highly recommend!,1740822481,"12 19, 2023"
R000308,B64451,User_308,"(6, 13)",decent product but delivery was slow.,4,loved it!,1671702481,"01 07, 2024"
R000309,B76904,User_309,"(0, 12)",fantastic! exceeded expectations.,2,"not bad, but slow delivery.",1733219281,"07 25, 2023"
R000310,B14793,User_310,"(8, 19)","good quality, but expensive.",1,great purchase!,1681379281,"12 05, 2023"
R000311,B21550,User_311,"(1, 3)","good quality, but expensive.",1,loved it!,1706435281,"02 17, 2024"
R000312,B45015,User_312,"(2, 7)","very useful, worth the price.",3,highly recommend!,1717667281,"06 15, 2024"
R000313,B60144,User_313,"(0, 11)","not what i expected, disappointed.",4,worst buy.,1660384081,"08 29, 2022"
R000314,B50629,User_314,"(8, 18)",decent product but delivery was slow.,4,great purchase!,1666864081,"10 09, 2022"
R000315,B31789,User_315,"(9, 13)",decent product but delivery was slow.,1,didn't meet expectations.,1739526481,"07 31, 2022"
R000316,B86506,User_316,"(5, 2)","not what i expected, disappointed.",1,just okay.,1728985681,"02 09, 2023"
R000317,B25786,User_317,"(1, 14)",amazing product! works as expected.,5,just okay.,1670752081,"01 15, 2023"
R000318,B47490,User_318,"(9, 10)",excellent! highly recommended.,3,worst buy.,1674208081,"02 11, 2024"
R000319,B65443,User_319,"(5, 9)",not satisfied. quality is poor.,4,didn't meet expectations.,1721900881,"09 14, 2023"
R000320,B52067,User_320,"(8, 14)",decent product but delivery was slow.,5,bad quality.,1685958481,"05 20, 2023"
R000321,B47035,User_321,"(4, 8)",excellent! highly recommended.,2,loved it!,1710928081,"11 24, 2022"
R000322,B71313,User_322,"(3, 17)","very useful, worth the price.",1,didn't meet expectations.,1681811281,"12 07, 2024"
R000323,B12491,User_323,"(2, 8)","average product, could be better.",1,didn't meet expectations.,1659001681,"04 27, 2023"
R000324,B76168,User_324,"(6, 9)",not satisfied. quality is poor.,1,just okay.,1672566481,"07 21, 2024"
R000325,B66524,User_325,"(8, 19)",amazing product! works as expected.,5,worst buy.,1680688081,"10 04, 2024"
R000326,B27060,User_326,"(5, 19)","good quality, but expensive.",3,worst buy.,1731404881,"05 08, 2024"
R000327,B14270,User_327,"(6, 15)","average product, could be better.",4,loved it!,1665308881,"03 08, 2023"
R000328,B97748,User_328,"(3, 4)",not satisfied. quality is poor.,1,"not bad, but slow delivery.",1678528081,"02 23, 2023"
R000329,B81337,User_329,"(0, 10)","not what i expected, disappointed.",4,"not bad, but slow delivery.",1732009681,"02 08, 2024"
R000330,B90793,User_330,"(6, 4)",not satisfied. quality is poor.,3,didn't meet expectations.,1701769681,"04 25, 2024"
R000331,B50660,User_331,"(9, 18)",decent product but delivery was slow.,3,bad quality.,1693388881,"07 16, 2024"
R000332,B60087,User_332,"(2, 18)","average product, could be better.",4,loved it!,1657878481,"07 02, 2022"
R000333,B61595,User_333,"(0, 5)",not satisfied. quality is poor.,3,didn't meet expectations.,1669542481,"10 27, 2022"
R000334,B77296,User_334,"(5, 18)",fantastic! exceeded expectations.,2,bad quality.,1714643281,"08 04, 2023"
R000335,B75970,User_335,"(8, 12)",amazing product! works as expected.,5,didn't meet expectations.,1677750481,"09 21, 2022"
R000336,B47606,User_336,"(1, 17)","not what i expected, disappointed.",2,highly recommend!,1679564881,"08 30, 2024"
R000337,B76767,User_337,"(1, 13)",not satisfied. quality is poor.,2,just okay.,1688982481,"02 09, 2023"
R000338,B24448,User_338,"(1, 11)",not satisfied. quality is poor.,3,great purchase!,1741859281,"07 03, 2023"
R000339,B78902,User_339,"(5, 9)","not what i expected, disappointed.",1,bad quality.,1720950481,"04 15, 2023"
R000340,B51329,User_340,"(2, 18)",not satisfied. quality is poor.,4,worst buy.,1695808081,"08 06, 2024"
R000341,B98683,User_341,"(7, 9)",not satisfied. quality is poor.,5,didn't meet expectations.,1694771281,"05 01, 2023"
R000342,B23819,User_342,"(8, 10)",excellent! highly recommended.,1,loved it!,1733564881,"03 13, 2024"
R000343,B76273,User_343,"(1, 3)",amazing product! works as expected.,2,just okay.,1681811281,"05 16, 2024"
R000344,B76456,User_344,"(8, 5)","average product, could be better.",1,highly recommend!,1678614481,"03 09, 2023"
R000345,B66587,User_345,"(2, 3)",excellent! highly recommended.,4,didn't meet expectations.,1694512081,"08 15, 2022"
R000346,B67089,User_346,"(0, 10)",decent product but delivery was slow.,1,didn't meet expectations.,1666864081,"01 02, 2025"
R000347,B53017,User_347,"(6, 6)","very useful, worth the price.",3,"not bad, but slow delivery.",1734774481,"08 04, 2024"
R000348,B35214,User_348,"(5, 19)","average product, could be better.",2,totally worth it!,1664272081,"12 12, 2023"
R000349,B60977,User_349,"(1, 3)","not what i expected, disappointed.",3,great purchase!,1687600081,"09 15, 2022"
R000350,B47104,User_350,"(7, 13)","good quality, but expensive.",3,worst buy.,1677232081,"05 06, 2024"
R000351,B35861,User_351,"(8, 17)",not satisfied. quality is poor.,5,"not bad, but slow delivery.",1710755281,"05 06, 2024"
R000352,B96761,User_352,"(1, 2)","very useful, worth the price.",3,loved it!,1668851281,"08 25, 2024"
R000353,B32919,User_353,"(8, 7)","very useful, worth the price.",3,bad quality.,1727862481,"07 28, 2023"
R000354,B79158,User_354,"(5, 16)","terrible experience, won't buy again.",5,bad quality.,1688896081,"10 07, 2022"
R000355,B84976,User_355,"(6, 11)",fantastic! exceeded expectations.,5,overpriced but good.,1716803281,"10 24, 2023"
R000356,B83183,User_356,"(4, 19)","not what i expected, disappointed.",1,highly recommend!,1672825681,"01 18, 2024"
R000357,B63369,User_357,"(5, 3)","good quality, but expensive.",1,highly recommend!,1712051281,"07 15, 2022"
R000358,B79342,User_358,"(9, 6)","terrible experience, won't buy again.",3,worst buy.,1657532881,"04 28, 2024"
R000359,B90754,User_359,"(8, 9)","very useful, worth the price.",1,just okay.,1727516881,"07 08, 2023"
R000360,B88749,User_360,"(5, 13)","average product, could be better.",3,highly recommend!,1673084881,"01 30, 2025"
R000361,B64210,User_361,"(4, 9)","average product, could be better.",2,worst buy.,1721296081,"11 22, 2022"
R000362,B23317,User_362,"(0, 1)","not what i expected, disappointed.",2,highly recommend!,1723715281,"02 26, 2024"
R000363,B46598,User_363,"(3, 15)",not satisfied. quality is poor.,3,didn't meet expectations.,1681552081,"06 21, 2024"
R000364,B93301,User_364,"(1, 10)",amazing product! works as expected.,3,overpriced but good.,1685612881,"03 10, 2025"
R000365,B77512,User_365,"(8, 16)","not what i expected, disappointed.",2,worst buy.,1683625681,"01 06, 2024"
R000366,B37804,User_366,"(3, 14)","terrible experience, won't buy again.",2,loved it!,1729417681,"12 02, 2022"
R000367,B34131,User_367,"(1, 9)","very useful, worth the price.",1,overpriced but good.,1711187281,"12 23, 2022"
R000368,B48021,User_368,"(9, 9)",fantastic! exceeded expectations.,2,highly recommend!,1676540881,"08 22, 2024"
R000369,B39344,User_369,"(8, 3)","not what i expected, disappointed.",1,worst buy.,1687600081,"07 17, 2022"
R000370,B97448,User_370,"(6, 9)",fantastic! exceeded expectations.,2,great purchase!,1678355281,"11 17, 2023"
R000371,B35220,User_371,"(0, 1)",not satisfied. quality is poor.,5,great purchase!,1658569681,"07 13, 2024"
R000372,B98403,User_372,"(5, 2)","good quality, but expensive.",1,loved it!,1717062481,"11 26, 2022"
R000373,B79587,User_373,"(7, 8)",amazing product! works as expected.,4,great purchase!,1692092881,"10 09, 2022"
R000374,B23031,User_374,"(8, 1)","good quality, but expensive.",1,didn't meet expectations.,1697190481,"01 05, 2023"
R000375,B59499,User_375,"(5, 6)","average product, could be better.",1,overpriced but good.,1716284881,"07 02, 2024"
R000376,B77324,User_376,"(9, 8)",fantastic! exceeded expectations.,5,just okay.,1686908881,"12 31, 2023"
R000377,B18920,User_377,"(4, 8)",amazing product! works as expected.,4,loved it!,1684921681,"08 12, 2022"
R000378,B97565,User_378,"(4, 10)","not what i expected, disappointed.",1,"not bad, but slow delivery.",1676627281,"01 11, 2024"
R000379,B88698,User_379,"(6, 13)","average product, could be better.",1,didn't meet expectations.,1728553681,"12 25, 2022"
R000380,B33607,User_380,"(4, 13)",fantastic! exceeded expectations.,2,just okay.,1683280081,"01 07, 2023"
R000381,B72563,User_381,"(6, 7)","not what i expected, disappointed.",4,great purchase!,1741513681,"06 01, 2024"
R000382,B65328,User_382,"(6, 11)",fantastic! exceeded expectations.,1,great purchase!,1697968081,"02 26, 2024"
R000383,B54136,User_383,"(0, 16)",amazing product! works as expected.,3,highly recommend!,1726652881,"09 20, 2023"
R000384,B36928,User_384,"(1, 14)","not what i expected, disappointed.",4,bad quality.,1681379281,"07 12, 2023"
R000385,B83714,User_385,"(2, 3)","terrible experience, won't buy again.",5,just okay.,1696499281,"12 08, 2023"
R000386,B31687,User_386,"(0, 5)","average product, could be better.",4,overpriced but good.,1672825681,"01 01, 2025"
R000387,B45715,User_387,"(0, 17)",decent product but delivery was slow.,1,totally worth it!,1708163281,"07 02, 2024"
R000388,B29339,User_388,"(4, 9)","terrible experience, won't buy again.",2,great purchase!,1705139281,"09 01, 2024"
R000389,B65402,User_389,"(0, 13)","average product, could be better.",1,highly recommend!,1719049681,"08 01, 2024"
R000390,B76935,User_390,"(4, 3)","good quality, but expensive.",1,totally worth it!,1680774481,"05 05, 2023"
R000391,B64283,User_391,"(6, 2)","good quality, but expensive.",1,just okay.,1721814481,"03 30, 2023"
R000392,B32937,User_392,"(6, 1)",amazing product! works as expected.,1,bad quality.,1714211281,"10 20, 2023"
R000393,B49332,User_393,"(3, 11)",decent product but delivery was slow.,2,worst buy.,1709286481,"01 19, 2025"
R000394,B62178,User_394,"(0, 1)","good quality, but expensive.",2,overpriced but good.,1661593681,"06 01, 2023"
R000395,B34247,User_395,"(4, 14)","very useful, worth the price.",4,great purchase!,1731491281,"07 10, 2022"
R000396,B21687,User_396,"(0, 10)",decent product but delivery was slow.,3,just okay.,1730022481,"08 25, 2024"
R000397,B44457,User_397,"(4, 15)","very useful, worth the price.",3,worst buy.,1739872081,"01 05, 2025"
R000398,B74630,User_398,"(4, 12)","average product, could be better.",2,worst buy.,1692179281,"06 05, 2023"
R000399,B47598,User_399,"(7, 11)",decent product but delivery was slow.,5,loved it!,1665049681,"08 28, 2022"
R000400,B51449,User_400,"(1, 5)","very useful, worth the price.",4,bad quality.,1713779281,"08 01, 2022"
R000401,B72065,User_401,"(0, 11)",excellent! highly recommended.,3,loved it!,1697881681,"04 06, 2024"
R000402,B87318,User_402,"(4, 19)",decent product but delivery was slow.,5,loved it!,1730108881,"08 04, 2023"
R000403,B21288,User_403,"(8, 19)",not satisfied. quality is poor.,4,didn't meet expectations.,1679392081,"04 12, 2023"
R000404,B35974,User_404,"(5, 13)","terrible experience, won't buy again.",1,highly recommend!,1696844881,"11 10, 2024"
R000405,B74705,User_405,"(4, 7)",decent product but delivery was slow.,4,"not bad, but slow delivery.",1722764881,"12 29, 2022"
R000406,B30545,User_406,"(7, 13)",amazing product! works as expected.,2,great purchase!,1726048081,"05 09, 2024"
R000407,B82063,User_407,"(9, 16)",amazing product! works as expected.,5,bad quality.,1683971281,"11 21, 2022"
R000408,B76934,User_408,"(2, 3)",decent product but delivery was slow.,4,great purchase!,1721728081,"12 26, 2024"
R000409,B20200,User_409,"(2, 1)",decent product but delivery was slow.,1,overpriced but good.,1664531281,"01 05, 2024"
R000410,B79874,User_410,"(0, 15)","very useful, worth the price.",3,"not bad, but slow delivery.",1693043281,"08 19, 2023"
R000411,B40696,User_411,"(2, 4)",amazing product! works as expected.,3,totally worth it!,1699782481,"06 19, 2023"
R000412,B39901,User_412,"(8, 5)","terrible experience, won't buy again.",5,loved it!,1741340881,"05 24, 2023"
R000413,B96020,User_413,"(8, 11)","terrible experience, won't buy again.",2,just okay.,1691747281,"11 13, 2023"
R000414,B96522,User_414,"(8, 6)",decent product but delivery was slow.,5,overpriced but good.,1683193681,"07 17, 2023"
R000415,B68123,User_415,"(2, 6)",fantastic! exceeded expectations.,2,didn't meet expectations.,1725443281,"05 29, 2024"
R000416,B58800,User_416,"(4, 9)","average product, could be better.",1,"not bad, but slow delivery.",1724752081,"09 22, 2024"
R000417,B33437,User_417,"(9, 16)","terrible experience, won't buy again.",3,worst buy.,1669369681,"07 11, 2022"
R000418,B85932,User_418,"(5, 14)",not satisfied. quality is poor.,2,totally worth it!,1683884881,"06 04, 2023"
R000419,B13034,User_419,"(1, 8)",amazing product! works as expected.,5,highly recommend!,1691488081,"04 20, 2024"
R000420,B91508,User_420,"(5, 10)",fantastic! exceeded expectations.,5,loved it!,1679478481,"03 07, 2025"
R000421,B71358,User_421,"(5, 11)","terrible experience, won't buy again.",3,bad quality.,1661507281,"02 12, 2023"
R000422,B98273,User_422,"(7, 18)",fantastic! exceeded expectations.,5,overpriced but good.,1668246481,"02 13, 2023"
R000423,B95476,User_423,"(2, 19)","not what i expected, disappointed.",2,great purchase!,1696067281,"09 13, 2022"
R000424,B95825,User_424,"(8, 1)","very useful, worth the price.",4,overpriced but good.,1660384081,"07 17, 2024"
R000425,B69417,User_425,"(9, 7)","good quality, but expensive.",1,loved it!,1666864081,"02 21, 2025"
R000426,B29140,User_426,"(3, 9)",amazing product! works as expected.,4,highly recommend!,1691401681,"04 09, 2023"
R000427,B70782,User_427,"(8, 13)",decent product but delivery was slow.,3,didn't meet expectations.,1656928081,"11 08, 2022"
R000428,B39752,User_428,"(9, 8)","average product, could be better.",4,"not bad, but slow delivery.",1689587281,"01 21, 2023"
R000429,B92171,User_429,"(2, 15)","average product, could be better.",2,bad quality.,1709372881,"07 05, 2022"
R000430,B43463,User_430,"(3, 2)",fantastic! exceeded expectations.,4,bad quality.,1697017681,"05 10, 2023"
R000431,B48989,User_431,"(0, 8)",not satisfied. quality is poor.,3,didn't meet expectations.,1678268881,"04 06, 2023"
R000432,B53416,User_432,"(6, 11)",fantastic! exceeded expectations.,1,worst buy.,1705139281,"01 20, 2024"
R000433,B90428,User_433,"(4, 19)",amazing product! works as expected.,2,bad quality.,1692438481,"12 29, 2022"
R000434,B67129,User_434,"(7, 8)",excellent! highly recommended.,5,highly recommend!,1691315281,"11 06, 2022"
R000435,B12701,User_435,"(8, 3)","good quality, but expensive.",5,totally worth it!,1689068881,"01 12, 2025"
R000436,B81286,User_436,"(4, 7)","very useful, worth the price.",2,totally worth it!,1690105681,"07 27, 2022"
R000437,B61127,User_437,"(3, 15)",amazing product! works as expected.,1,didn't meet expectations.,1676972881,"08 14, 2024"
R000438,B35808,User_438,"(1, 2)",amazing product! works as expected.,2,highly recommend!,1731750481,"05 27, 2024"
R000439,B85880,User_439,"(1, 14)","average product, could be better.",3,overpriced but good.,1681897681,"01 27, 2023"
R000440,B54705,User_440,"(3, 13)","terrible experience, won't buy again.",4,totally worth it!,1728726481,"05 26, 2024"
R000441,B37928,User_441,"(2, 2)",excellent! highly recommended.,3,"not bad, but slow delivery.",1707385681,"01 02, 2025"
R000442,B48715,User_442,"(1, 4)","average product, could be better.",1,didn't meet expectations.,1741340881,"07 20, 2023"
R000443,B39370,User_443,"(0, 9)",not satisfied. quality is poor.,5,worst buy.,1658396881,"12 17, 2022"
R000444,B25374,User_444,"(5, 6)",amazing product! works as expected.,4,totally worth it!,1731404881,"02 22, 2023"
R000445,B58887,User_445,"(0, 11)","very useful, worth the price.",3,highly recommend!,1678873681,"03 18, 2023"
R000446,B24497,User_446,"(4, 9)","average product, could be better.",2,loved it!,1683625681,"03 25, 2025"
R000447,B65478,User_447,"(0, 9)",decent product but delivery was slow.,3,"not bad, but slow delivery.",1680428881,"04 16, 2023"
R000448,B65400,User_448,"(1, 10)",amazing product! works as expected.,4,highly recommend!,1731404881,"05 02, 2023"
R000449,B83326,User_449,"(3, 2)",excellent! highly recommended.,1,totally worth it!,1702115281,"07 23, 2023"
R000450,B31573,User_450,"(4, 17)","average product, could be better.",5,highly recommend!,1724665681,"09 30, 2023"
R000451,B94456,User_451,"(3, 8)",fantastic! exceeded expectations.,4,overpriced but good.,1675676881,"12 05, 2022"
R000452,B13500,User_452,"(3, 13)","terrible experience, won't buy again.",1,just okay.,1701510481,"12 14, 2023"
R000453,B26192,User_453,"(0, 19)","average product, could be better.",3,loved it!,1737539281,"02 03, 2024"
R000454,B63898,User_454,"(1, 7)","very useful, worth the price.",3,highly recommend!,1691574481,"01 05, 2024"
R000455,B12981,User_455,"(8, 6)",excellent! highly recommended.,1,didn't meet expectations.,1706867281,"08 14, 2023"
R000456,B41895,User_456,"(1, 16)",not satisfied. quality is poor.,2,didn't meet expectations.,1739267281,"07 25, 2023"
R000457,B25618,User_457,"(8, 17)","average product, could be better.",3,just okay.,1687254481,"07 26, 2024"
R000458,B39537,User_458,"(2, 18)",excellent! highly recommended.,3,loved it!,1674640081,"10 27, 2024"
R000459,B72240,User_459,"(4, 3)","terrible experience, won't buy again.",5,overpriced but good.,1733564881,"12 24, 2023"
R000460,B16905,User_460,"(9, 13)",not satisfied. quality is poor.,1,bad quality.,1736588881,"01 23, 2024"
R000461,B42472,User_461,"(9, 6)","average product, could be better.",1,didn't meet expectations.,1690019281,"06 10, 2024"
R000462,B76723,User_462,"(4, 3)",not satisfied. quality is poor.,5,highly recommend!,1711792081,"01 15, 2025"
R000463,B80831,User_463,"(5, 18)",decent product but delivery was slow.,5,just okay.,1694080081,"10 07, 2022"
R000464,B56003,User_464,"(4, 7)",not satisfied. quality is poor.,1,worst buy.,1736329681,"08 16, 2024"
R000465,B82411,User_465,"(2, 6)",amazing product! works as expected.,3,overpriced but good.,1679737681,"01 10, 2024"
R000466,B18453,User_466,"(7, 14)","good quality, but expensive.",1,great purchase!,1660470481,"02 11, 2025"
R000467,B92931,User_467,"(6, 4)","not what i expected, disappointed.",2,great purchase!,1713347281,"08 20, 2023"
R000468,B36793,User_468,"(6, 19)",excellent! highly recommended.,2,"not bad, but slow delivery.",1677836881,"09 17, 2024"
R000469,B66981,User_469,"(6, 4)","not what i expected, disappointed.",5,worst buy.,1668246481,"12 30, 2023"
R000470,B59043,User_470,"(9, 12)","very useful, worth the price.",3,overpriced but good.,1725184081,"01 25, 2023"
R000471,B42234,User_471,"(5, 14)","good quality, but expensive.",2,highly recommend!,1690192081,"02 24, 2024"
R000472,B81964,User_472,"(9, 17)","not what i expected, disappointed.",2,totally worth it!,1738230481,"09 07, 2022"
R000473,B80396,User_473,"(1, 17)","very useful, worth the price.",4,bad quality.,1717667281,"11 27, 2024"
R000474,B85179,User_474,"(9, 12)",fantastic! exceeded expectations.,4,loved it!,1671011281,"08 13, 2023"
R000475,B97491,User_475,"(1, 5)",not satisfied. quality is poor.,1,worst buy.,1672393681,"03 02, 2024"
R000476,B59147,User_476,"(4, 3)","very useful, worth the price.",5,"not bad, but slow delivery.",1669715281,"01 02, 2025"
R000477,B48681,User_477,"(5, 5)","good quality, but expensive.",4,great purchase!,1673171281,"11 23, 2023"
R000478,B64560,User_478,"(7, 1)","very useful, worth the price.",3,overpriced but good.,1678873681,"11 13, 2022"
R000479,B52094,User_479,"(6, 11)",decent product but delivery was slow.,5,worst buy.,1720691281,"02 23, 2024"
R000480,B74139,User_480,"(0, 15)",amazing product! works as expected.,1,highly recommend!,1737798481,"02 21, 2023"
R000481,B46090,User_481,"(1, 16)",excellent! highly recommended.,1,overpriced but good.,1670665681,"01 27, 2025"
R000482,B43475,User_482,"(0, 18)",decent product but delivery was slow.,5,highly recommend!,1660729681,"04 19, 2023"
R000483,B87811,User_483,"(6, 13)","not what i expected, disappointed.",3,didn't meet expectations.,1698140881,"09 26, 2022"
R000484,B47689,User_484,"(3, 19)","very useful, worth the price.",5,great purchase!,1737884881,"08 23, 2022"
R000485,B42838,User_485,"(9, 19)","terrible experience, won't buy again.",4,didn't meet expectations.,1697881681,"01 16, 2024"
R000486,B83299,User_486,"(9, 16)","very useful, worth the price.",5,highly recommend!,1718617681,"03 08, 2023"
R000487,B56262,User_487,"(3, 12)",not satisfied. quality is poor.,4,worst buy.,1686736081,"03 23, 2024"
R000488,B11766,User_488,"(3, 12)","very useful, worth the price.",4,overpriced but good.,1709027281,"08 09, 2023"
R000489,B16923,User_489,"(1, 6)","not what i expected, disappointed.",5,overpriced but good.,1741427281,"07 27, 2022"
R000490,B35552,User_490,"(7, 3)",amazing product! works as expected.,3,loved it!,1681811281,"08 15, 2023"
R000491,B82619,User_491,"(7, 17)",amazing product! works as expected.,2,overpriced but good.,1727257681,"12 24, 2023"
R000492,B40698,User_492,"(1, 11)","average product, could be better.",5,loved it!,1736416081,"02 24, 2023"
R000493,B98063,User_493,"(7, 14)","not what i expected, disappointed.",5,highly recommend!,1731491281,"01 26, 2024"
R000494,B48267,User_494,"(1, 17)","very useful, worth the price.",3,didn't meet expectations.,1689846481,"11 24, 2023"
R000495,B37582,User_495,"(3, 19)","very useful, worth the price.",4,loved it!,1718272081,"05 03, 2023"
R000496,B41662,User_496,"(4, 12)",decent product but delivery was slow.,5,overpriced but good.,1721814481,"10 25, 2023"
R000497,B14028,User_497,"(4, 18)","very useful, worth the price.",1,totally worth it!,1705312081,"10 10, 2023"
R000498,B24957,User_498,"(8, 4)",amazing product! works as expected.,4,great purchase!,1727344081,"07 09, 2023"
